Well No,District,Tahsil / Taluk,Village,Latitude,Longitude,Date of collection,TDS,NO2+NO3,Ca,Mg,Na,K,Cl,SO4,CO3,HCO3,F,pH_GEN,EC_GEN,HAR_Total,SAR,RSC,Na%,WnQn(Ph),WnQn(Ca),WnQn(Mg),WnQn(F),WnQn(Ec),WnQn(Har),WnQn(TDS),WaterQualityIndex
A13241,Kancheepuram,Madhuranthagam,Maduranthagam Rdo Office,,,04-01-2018,575,9,78,42.525,74,0.1,195,38,0,213.5,0.95,7.9,1060,370,1.674303,0,30.32827,7.01454,1.377967552,4.695358185,65.55835232,1.170389107,0.408532047,0.228557095,80.45369631
MWW18,Kancheepuram,Thirukazhukkuntram,Karuveppam Poondi,"12°40'47""","79°45'16""",06-01-2018,1082,12,18,58.32,303,32,199,55,120,488,0.73,8.5,1970,285,7.808861,6.301645,66.91756,11.6909,0.317992512,6.439348368,50.3764181,2.175157113,0.31468009,0.430084829,71.74458101
11903,Kancheepuram,Thirukazhukkuntram,Kuzhipanthandalam,"12°37'24""","80°06'52""",02-01-2018,425,5,40,60.75,34,5,110,25,1.955152,207.9948,0.34,8,860,350,0.7907866,0,17.19275,7.793933333,0.706650027,6.70765455,23.46298925,0.949560973,0.386449233,0.168933505,40.17617087
11904,Kancheepuram,Thirukazhukkuntram,Nathankariyachery,"12°34'17""","80°06'30""",02-01-2018,614,7,62,43.74,107,14,209,16,0,262.3,0.83,7.8,1170,335,2.544139,0,39.76048,6.235146667,1.095307541,4.829511276,57.27729729,1.29184458,0.369887123,0.244059228,71.34305371
13008,Kancheepuram,Thirukazhukkuntram,Agathy Mangalam,"12°35'20""","80°10'40""",02-01-2018,674,2,28,41.31,178,3,230,48,0,274.5,0.63,8,1260,240,4.999551,0,61.37128,7.793933333,0.494655019,4.561205094,43.47553891,1.39121724,0.26499376,0.267908664,58.24945202
HP11964,Kancheepuram,Thirukazhukkuntram,Panangattucherry,"12°30'10""","80°04'55""",02-01-2018,178,2,36,19.44,6,1,35,2,1.070468,113.8795,0.26,8,370,170,0.2002769,0,7.086563,7.793933333,0.635985024,2.146449456,17.9422859,0.408532047,0.187703913,0.070753327,29.185643
LabKpm07,Kancheepuram,Thirukazhukkuntram,Amur,"12°39'40""","80°08'24""",02-01-2018,173,3,22,29.16,4,9,35,1,1.168814,98.76824,0.84,8.1,390,175,0.1315727,0,4.459458,8.573326667,0.388657515,3.219674184,57.96738521,0.43061486,0.193224617,0.068765874,70.84164893
LabKpm08,Kancheepuram,Thirukazhukkuntram,Sadras,"12°31'43""","80°09'40""",02-01-2018,274,6,66,4.86,20,13,35,1,0.8204692,174.1545,0.43,7.7,490,185,0.6401494,0,17.76822,5.455753333,1.165972544,0.536612364,29.67378052,0.541028927,0.204266023,0.108912424,37.68632614
LabKpm05,Kancheepuram,Chenglepet,Peramanur,"12°47'21""","80°00'49""",05-01-2018,905,10,58,86.265,140,8,340,122,0,213.5,0.36,8,1630,500,2.724326,0,37.38897,7.793933333,1.024642539,9.524869461,24.84316509,1.799749287,0.552070333,0.359728993,45.89815904
LabKpm06,Kancheepuram,Chenglepet,Kottamedu,"12°43'17""","80°06'44""",05-01-2018,279,5,60,7.29,13,16,53,1,1.629215,173.3208,0.2,8,540,180,0.4218158,0,12.37651,7.793933333,1.05997504,0.804918546,13.80175838,0.59623596,0.19874532,0.110899877,24.36646646
LabKpm21,Kancheepuram,Chenglepet,Ponmar(water Plant),,,05-01-2018,293,5,26,37.665,28,7,85,1,1.303279,138.6467,0.47,8,580,220,0.8214189,0,21.02106,7.793933333,0.459322517,4.158745821,32.4341322,0.640401587,0.242910947,0.116464746,45.84591115
LabKpm22,Kancheepuram,Chenglepet,Tiruporur Bdo Office,,,05-01-2018,700,2,42,42.525,161,8,255,75,0,213.5,0.76,7.9,1280,280,4.186914,0,54.69888,7.01454,0.741982528,4.695358185,52.44668186,1.413300053,0.309159387,0.27824342,66.89926543
HP11909,Kancheepuram,Chengalpattu,Ottivakkam,"12°47'25""","80°07'25""",05-01-2018,268,3,72,21.87,1,10,28,1,2.934696,196.9861,0.8,8.2,570,270,0.02648943,0,0.7641786,9.35272,1.271970048,2.414755638,55.20703353,0.62936018,0.29811798,0.106527481,69.28048486
HP11912,Kancheepuram,Chengalpattu,Karunilam,"12°45'40""","80°04'00""",05-01-2018,511,11,18,32.805,125,10,99,25,0,305,0.5,8.2,930,180,4.053919,1.401607,58.52299,9.35272,0.317992512,3.622133457,34.50439596,1.02685082,0.19874532,0.203117697,49.22595576
HP11929A,Kancheepuram,Thirukazhukkuntram,Manamathi,"12°39'25""","80°07'10""",05-01-2018,564,2,26,65.61,101,8,202,45,0,213.5,0.86,8.2,1130,335,2.400931,0,38.898,9.35272,0.459322517,7.244266914,59.34756105,1.247678953,0.369887123,0.224184698,78.24562125
HP11930,Kancheepuram,Chengalpattu,Nellikuppam,"12°44'58""","80°07'55""",05-01-2018,175,1,24,26.73,1,4,39,1,1.163592,123.7864,0.48,8,350,170,0.03337449,0,1.227678,7.793933333,0.423990016,2.951368002,33.12422012,0.386449233,0.187703913,0.069560855,44.93722547
HP11954,Kancheepuram,Tambaram,Ponmar,"12°51'10""","80°10'40""",05-01-2018,269,3,42,19.44,24,13,64,2,2.200731,147.72,0.28,8.2,510,185,0.7679684,0,20.58193,9.35272,0.741982528,2.146449456,19.32246174,0.56311174,0.204266023,0.106924971,32.43791646
13011AA,Kancheepuram,Chenglepet,Thiruporur.govt.school,"12°43'10""","80°11'00""",05-01-2018,400,1,48,38.88,62,8,85,1,0.9319895,249.0481,1.27,7.6,850,280,1.612425,0,31.74162,4.67636,0.847980032,4.292898912,87.64116573,0.938519567,0.309159387,0.15899624,98.86507987
13238,Kancheepuram,Chengalpattu,Kannivakkam,"12°47'50""","80°50'30""",05-01-2018,449,2,28,37.665,78,25,106,28,2.094839,222.8552,0.4,8,850,225,2.262701,0,39.78001,7.793933333,0.494655019,4.158745821,27.60351677,0.938519567,0.24843165,0.178473279,41.41627544
A13006,Kancheepuram,Kancheepuram,Chengalpet Police Qtrs,"12°41'48""","79°58'34""",05-01-2018,779,19,92,38.88,121,28,160,73,60,244,0.16,8.4,1380,390,2.666731,0,38.22234,10.91150667,1.625295061,4.292898912,11.04140671,1.52371412,0.43061486,0.309645177,30.1350815
HP11926,Kancheepuram,Chengalpattu,Pattaravakkam,"12°42'56""","80°01'10""",05-01-2018,259,3,22,44.955,9,8,35,5,2.934696,196.9861,0.43,8.2,540,240,0.2527729,0,7.258674,9.35272,0.388657515,4.963664367,29.67378052,0.59623596,0.26499376,0.102950065,45.34300219
23047,Kancheepuram,Kancheepuram,Devanur,"12°45'26""","79°55'33""",05-01-2018,187,2,28,18.225,13,9,18,1,1.111408,148.8489,0.41,7.9,370,145,0.4698359,0,15.31316,7.01454,0.494655019,2.012296365,28.29360469,0.408532047,0.160100397,0.074330742,38.45805926
23072A,Kancheepuram,Chenglepet,Thimmavaram,"12°43'19""","79°57'08""",05-01-2018,397,4,32,34.02,64,9,128,15,1.489528,158.4605,0.4,8,740,220,1.877637,0,37.5666,7.793933333,0.565320021,3.756286548,27.60351677,0.817064093,0.242910947,0.157803768,40.93683548
13231,Kancheepuram,Tambaram,Vengivasal,"12°51'00""","80°10'13""",08-01-2018,914,19,54,60.75,189,8,280,116,0,244,0.48,7.7,1610,385,4.191503,0,51.00057,5.455753333,0.953977536,6.70765455,33.12422012,1.777666473,0.425094157,0.363306408,48.80767258
Lab Kpm03,Kancheepuram,Sholinganallur,Ottiambakkam,,,08-01-2018,454,3,82,14.58,69,8,110,4,0.7408859,249.2433,0.38,7.5,850,265,1.8451,0,35.31841,3.896966667,1.448632555,1.609837092,26.22334093,0.938519567,0.292597277,0.180460732,34.59035482
MWS1A,Kancheepuram,Thirukazhukkuntram,Nanmangalam,"12°56'30""","80°10'01""",08-01-2018,591,4,46,51.03,99,12,177,20,0,335.5,0.45,8,1110,325,2.389643,0,38.76735,7.793933333,0.812647531,5.634429822,31.05395636,1.22559614,0.358845717,0.234916945,47.11432585
13185,Kancheepuram,Tambaram,Injambakkam,"12°55'00""","80°15'07""",09-01-2018,430,5,84,21.87,40,5,85,44,0.6223367,209.3618,0.13,7.5,790,300,1.005231,0,22.13771,3.896966667,1.483965056,2.414755638,8.971142949,0.872271127,0.3312422,0.170920958,18.14126459
13206,Kancheepuram,Chengalpattu,Palavakkam,"12°57'45""","80°15'30""",09-01-2018,669,13,92,23.085,114,10,206,44,0,244,0.16,7.5,1170,325,2.752534,0,42.36278,3.896966667,1.625295061,2.548908729,11.04140671,1.29184458,0.358845717,0.265921211,21.02918867
13230,Kancheepuram,Tambaram,Pallikaranai,"12°56'06""","80°12'25""",09-01-2018,752,6,54,29.16,195,1,177,86,0,366,0.39,8.1,1360,255,5.314574,0.9048272,62.35871,8.573326667,0.953977536,3.219674184,26.91342885,1.501631307,0.28155587,0.298912931,41.74250734
13015,Kancheepuram,Tambaram,Madurabakkam,"12°52'07""","80°10'11""",08-01-2018,1553,6,28,126.36,379,16,475,169,120,427,0.68,8.4,2870,590,6.788382,0,57.46103,10.91150667,0.494655019,13.95192146,46.9259785,3.168883713,0.651442993,0.617302902,76.72169126
13232,Kancheepuram,Tambaram,Tambaram,"12°55'50""","80°07'60""",08-01-2018,542,32,50,27.945,78,4,96,22,0,244,0.39,7.8,830,240,2.191239,0,40.92701,6.235146667,0.883312533,3.085521093,26.91342885,0.916436753,0.26499376,0.215439905,38.51427956
13236A,Kancheepuram,Sriperumbudur,St.thomas Mount,"13°00'14""","80°11'43""",08-01-2018,732,30,66,48.6,120,4,160,69,0,262.3,0.44,7.8,1260,365,2.733445,0,41.3772,6.235146667,1.165972544,5.36612364,30.36386844,1.39121724,0.403011343,0.290963119,45.216303
Lab Kpm02,Kancheepuram,Alandur,Anakaputhur,,,08-01-2018,620,23,70,59.535,61,2,128,45,0,305,0.3,7.5,1110,420,1.295292,0,23.91083,3.896966667,1.236637547,6.573501459,20.70263758,1.22559614,0.46373908,0.246444172,34.34552264
LabKpm01,Kancheepuram,Tambaram,Rajakelpakkam,,,08-01-2018,669,15,68,37.665,117,5,167,25,0,366,0.38,7.4,1170,325,2.824528,0,43.46037,3.117573333,1.201305045,4.158745821,26.22334093,1.29184458,0.358845717,0.265921211,36.61757664
MWS2,Kancheepuram,Tambaram,Mambakkam,"12°50'15""","80°10'00""",08-01-2018,242,15,32,21.87,6,2,35,2,0.9261242,124.0342,0.15,7.9,370,170,0.2002669,0,7.037046,7.01454,0.565320021,2.414755638,10.35131879,0.408532047,0.187703913,0.096192725,21.03836313
MWS3,Kancheepuram,Tambaram,Chitlabakkam,"12°52'09""","80°11'23""",08-01-2018,623,3,26,36.45,169,2,191,27,0,317.2,0.59,8.1,1170,215,5.015197,0.9024007,62.83432,8.573326667,0.459322517,4.02459273,40.71518723,1.29184458,0.237390243,0.247636644,55.54930061
MWS4,Kancheepuram,Tambaram,Erumpuliyur,"12°55'00""","80°06'31""",08-01-2018,950,4,148,35.235,193,4,230,78,0,488,0.4,7.5,1880,515,3.701921,0,44.69552,3.896966667,2.614605099,3.890439639,27.60351677,2.075784453,0.568632443,0.37761607,41.02756114
13235,Kancheepuram,Tambaram,Pallavaram,"12°58'21""","80°09'13""",08-01-2018,1034,27,98,53.46,192,2,252,142,0,347.7,0.51,7.3,1770,465,3.875054,0,47.20382,2.33818,1.731292565,5.902736004,35.19448388,1.95432898,0.51342541,0.41100528,48.04545212
13237A,Kancheepuram,Sriperumbudur,Alandur,"13°00'16""","80°12'48""",08-01-2018,529,3,66,26.73,81,23,124,33,0,3251.3,0.21,7.7,960,275,2.125928,47.79972,36.68252,5.455753333,1.165972544,2.951368002,14.4918463,1.05997504,0.303638683,0.210272527,25.63882643
13238m,Kancheepuram,Sriperumbudur,Pallavaram,"12°58'04""","80°09'01""",08-01-2018,586,8,84,41.31,71,9,138,25,0,366,0.23,7.5,1090,380,1.585182,0,28.30768,3.896966667,1.483965056,4.561205094,15.87202214,1.203513327,0.419573453,0.232929492,27.67017523
HP11933,Kancheepuram,Tambaram,Madambakkam.113,"12°54'00""","80°08'52""",08-01-2018,780,15,106,58.32,98,2,206,36,0,414.8,0.22,7.6,1440,505,1.897941,0,29.59659,4.67636,1.872622571,6.439348368,15.18193422,1.58996256,0.557591037,0.310042668,30.62786143
MWS5,Kancheepuram,Tambaram,Thiruneermalai,"12°57'33""","80°07'11""",08-01-2018,792,5,92,51.03,134,3,199,102,0,378.2,0.43,7.3,1470,440,2.780225,0,39.66212,2.33818,1.625295061,5.634429822,29.67378052,1.62308678,0.485821893,0.314812555,41.69540664
13166,Kancheepuram,Chengalpattu,Muttukkadu,"12°49'00""","80°14'00""",09-01-2018,482,1,48,23.085,112,4,170,14,1.629215,173.3208,0.28,8,930,215,3.3244,0,52.55884,7.793933333,0.847980032,2.548908729,19.32246174,1.02685082,0.237390243,0.191590469,31.96911536
11718,Kancheepuram,Chengalpattu,Uthiramerur,"12°36'59""","79°45'43""",06-01-2018,834,17,20,29.16,260,7,124,70,90,317.2,0.45,8.7,1490,170,8.676936,4.801708,75.97311,13.24968667,0.353325013,3.219674184,31.05395636,1.645169593,0.187703913,0.33150716,50.04102289
Hp11916A,Kancheepuram,Madhuranthagam,Salaiyur,,,03-01-2018,1416,4,84,58.32,369,3,631,162,0,183,0.38,8,2510,450,7.57009,0,63.89982,7.793933333,1.483965056,6.439348368,26.22334093,2.771393073,0.4968633,0.56284669,45.77169075
MWW21,Kancheepuram,Madhuranthagam,Kurumberi,"12°39'57""","79°53'12""",06-01-2018,521,18,62,18.225,81,34,96,13,0,274.5,0.05,8.2,900,230,2.32476,0,39.20566,9.35272,1.095307541,2.012296365,3.450439596,0.9937266,0.253952353,0.207092603,17.36553506
MWW26,Kancheepuram,Madhuranthagam,Perunager-2,"12°39'03""","79°38'59""",06-01-2018,544,3,40,53.46,101,4,188,13,0,262.3,0.81,7.9,1090,320,2.456805,0,40.33889,7.01454,0.706650027,5.902736004,55.89712145,1.203513327,0.353325013,0.216234886,71.29412071
11717,Kancheepuram,Madhuranthagam,Perunager-2,"12°39'03""","79°38'59""",06-01-2018,607,27,36,36.45,115,19,106,23,0,305,0.34,8.2,1030,240,3.230275,0.203375,48.64011,9.35272,0.635985024,4.02459273,23.46298925,1.137264887,0.26499376,0.241276794,39.11982245
11725,Kancheepuram,Viruthachalam,Thirupulivanam,"12°40'08""","79°45'37""",06-01-2018,271,5,12,46.17,25,0.1,43,1,2.934696,196.9861,0.33,8.2,550,220,0.7333111,0,19.81457,9.35272,0.211995008,5.097817458,22.77290133,0.607277367,0.242910947,0.107719953,38.39334206
11750,Kancheepuram,Viruthachalam,Sethanacheri,"12°40'47""","79°45'16""",06-01-2018,312,7,24,26.73,58,0.1,71,1,2.420921,162.4998,0.32,8.2,590,170,1.935721,0,42.59651,9.35272,0.423990016,2.951368002,22.08281341,0.651442993,0.187703913,0.124017067,35.77405541
13010,Kancheepuram,Viruthachalam,Menalur,"12°35'01""","79°44'29""",06-01-2018,636,23,26,40.095,141,15,124,14,0,347.7,0.4,8.2,1110,230,4.045465,1.102397,55.18574,9.35272,0.459322517,4.427052003,27.60351677,1.22559614,0.253952353,0.252804022,43.5749638
HP11939,Kancheepuram,Uthiramerur,Salavakkam,"12°40'00""","79°53'40""",06-01-2018,353,8,48,17.01,60,0.1,71,1,2.934696,196.9861,0.41,8.2,640,190,1.894593,0,40.73077,9.35272,0.847980032,1.878143274,28.29360469,0.706650027,0.209786727,0.140314182,41.42919893
HP11953,Kancheepuram,Uthiramerur,Malayankulam,"12°42'30""","79°48'40""",06-01-2018,492,9,16,27.945,134,7,75,10,6.917221,292.9572,0.46,8.4,910,155,4.683206,1.934511,64.01112,10.91150667,0.282660011,3.085521093,31.74404428,1.004768007,0.171141803,0.195565375,47.39520724
13013,Kancheepuram,Uthiramerur,Kavanipakkam,,,06-01-2018,1009,38,56,36.45,265,11,206,70,90,213.5,0.43,8.4,1760,290,6.772261,0.7054681,65.48504,10.91150667,0.989310037,4.02459273,29.67378052,1.943287573,0.320200793,0.401068015,48.26374634
HP11915,Kancheepuram,Cheyyur,Chittamur,"12°24'05""","79°53'40""",03-01-2018,645,17,70,40.095,103,9,110,9,30,396.5,0.77,8.4,1150,340,2.431064,0.7064638,38.94811,10.91150667,1.236637547,4.427052003,53.13676978,1.269761767,0.375407827,0.256381437,71.61351702
MWW14,Kancheepuram,Cheyyur,Kattudevadur,"12°23'48""","79°56'15""",03-01-2018,335,9,60,21.87,32,0.1,53,12,2.22141,187.7156,0.14,8.1,620,240,0.8990492,0,22.49236,8.573326667,1.05997504,2.414755638,9.661230868,0.684567213,0.26499376,0.133159351,22.79200854
Lab Kpm 04,Kancheepuram,Cheyyur,Esoor,"12°32'27""","79°59'25""",05-01-2018,310,7,36,24.3,44,0.1,106,8,1.168814,98.76824,0.31,8.1,570,190,1.389183,0,33.50285,8.573326667,0.635985024,2.68306182,21.39272549,0.62936018,0.209786727,0.123222086,34.247468
MWW11A,Kancheepuram,Cheyyur,Karunguzhi-IB,"12°32'35""","79°54'15""",05-01-2018,621,10,26,24.3,177,0.1,167,61,0,244,0.59,8.2,1100,165,5.996329,0.7023523,69.99949,9.35272,0.459322517,2.68306182,40.71518723,1.214554733,0.18218321,0.246841663,54.85387117
kpmMWW20,Kancheepuram,Uthiramerur,Vinayagapuram,,,06-01-2018,373,9,24,25.515,81,0.1,110,1,1.396404,148.5536,0.29,8,680,165,2.744013,0,51.63745,7.793933333,0.423990016,2.817214911,20.01254966,0.750815653,0.18218321,0.148263994,32.12895077
LabKpm05,Kancheepuram,Chenglepet,Peramanur,"12°47'21""","80°00'49""",05-07-2018,1002,13,84,100.845,140,0.1,362,105,0,305,0.1,8.1,1860,625,2.436806,0,32.77085,8.573326667,1.483965056,11.13470655,6.900879192,2.05370164,0.690087917,0.398285581,31.23495261
LabKpm06,Kancheepuram,Chenglepet,Kottamedu,"12°43'17""","80°06'44""",05-07-2018,399,4,86,24.3,26,2,124,12,0.5186061,174.4656,0.1,7.5,750,315,0.6376441,0,15.13257,3.896966667,1.519297557,2.68306182,6.900879192,0.8281055,0.34780431,0.158598749,16.3347138
LabKpm21,Kancheepuram,Chenglepet,Ponmar(water Plant),,,05-07-2018,577,2,84,31.59,92,0.1,227,54,0,158.6,0.05,7.7,1080,340,2.171625,0,37.06777,5.455753333,1.483965056,3.487980366,3.450439596,1.19247192,0.375407827,0.229352076,15.67537017
LabKpm22,Kancheepuram,Chenglepet,Tiruporur Bdo Office,,,05-07-2018,656,2,40,44.955,142,0.1,238,69,0,225.7,0.1,7.9,1190,285,3.660195,0,52.01542,7.01454,0.706650027,4.963664367,6.900879192,1.313927393,0.31468009,0.260753834,21.4750949
23047,Kancheepuram,Kancheepuram,Devanur,"12°45'26""","79°55'33""",05-07-2018,376,4,26,36.45,67,0.1,113,25,0.7032425,149.2717,0.1,7.7,720,215,1.988273,0,40.39939,5.455753333,0.459322517,4.02459273,6.900879192,0.79498128,0.237390243,0.149456466,18.02237576
HP11909,Kancheepuram,Chengalpattu,Ottivakkam,"12°47'25""","80°07'25""",05-07-2018,282,1,44,36.45,12,0.1,50,20,0.5630621,189.4211,0.1,7.5,570,260,0.3238616,0,9.125776,3.896966667,0.777315029,4.02459273,6.900879192,0.62936018,0.287076573,0.112092349,16.62828272
HP11912,Kancheepuram,Chengalpattu,Karunilam,"12°45'40""","80°04'00""",05-07-2018,656,9,88,24.3,133,0.1,117,10,0,488,0.27,7.7,1220,320,3.236225,1.607707,47.50132,5.455753333,1.554630059,2.68306182,18.63237382,1.347051613,0.353325013,0.260753834,30.28694949
13238,Kancheepuram,Chengalpattu,Kannivakkam,"12°47'50""","80°50'30""",05-07-2018,259,1,46,23.085,23,0.1,71,1,0.2807868,149.7092,0.06,7.3,520,210,0.6907626,0,19.24578,2.33818,0.812647531,2.548908729,4.140527515,0.574153147,0.23186954,0.102950065,10.74923653
23072A,Kancheepuram,Chenglepet,Thimmavaram,"12°43'19""","79°57'08""",05-07-2018,488,5,54,31.59,85,0.1,156,17,0.5926994,199.3915,0.05,7.5,900,265,2.272441,0,41.10754,3.896966667,0.953977536,3.487980366,3.450439596,0.9937266,0.292597277,0.193975413,13.26966345
HP11926,Kancheepuram,Chengalpattu,Pattaravakkam,"12°42'56""","80°01'10""",05-07-2018,377,4,50,43.74,30,0.1,82,1,2.32765,247.6223,0.09,8,740,305,0.7475347,0,17.62937,7.793933333,0.883312533,4.829511276,6.210791273,0.817064093,0.336762903,0.149853956,21.02122937
HP11954,Kancheepuram,Tambaram,Ponmar,"12°51'10""","80°10'40""",05-07-2018,1009,3,120,58.32,161,11,450,89,0,213.5,0.05,7.7,1810,540,3.015384,0,38.75096,5.455753333,2.11995008,6.439348368,3.450439596,1.998494607,0.59623596,0.401068015,20.46128996
A13006,Kancheepuram,Kancheepuram,Chengalpet Police Qtrs,"12°41'48""","79°58'34""",05-07-2018,803,12,86,60.75,111,30,202,47,60,305,0.1,8.4,1490,465,2.240144,0,32.43395,10.91150667,1.519297557,6.70765455,6.900879192,1.645169593,0.51342541,0.319184952,28.51711792
13011AA,Kancheepuram,Chenglepet,Thiruporur.govt.school,"12°43'10""","80°11'00""",05-07-2018,273,1,28,31.59,35,0.1,43,9,1.481975,198.4783,0.64,7.9,550,200,1.076939,0,27.57107,7.01454,0.494655019,3.487980366,44.16562683,0.607277367,0.220828133,0.108514934,56.09942265
HP11930,Kancheepuram,Chengalpattu,Nellikuppam,"12°44'58""","80°07'55""",05-07-2018,1159,20,64,59.535,292,0.1,340,11,90,427,0.26,8.4,2080,405,6.314078,1.906159,61.07336,10.91150667,1.130640043,6.573501459,17.9422859,2.296612587,0.44717697,0.460691605,39.76241523
LabKpm07,Kancheepuram,Thirukazhukkuntram,Amur,"12°39'40""","80°08'24""",07-07-2018,251,2,44,32.805,2,0.1,67,5,1.111408,148.8489,0.1,7.9,500,245,0.05560596,0,1.745199,7.01454,0.777315029,3.622133457,6.900879192,0.552070333,0.270514463,0.099770141,19.23722262
LabKpm08,Kancheepuram,Thirukazhukkuntram,Sadras,"12°31'43""","80°09'40""",07-07-2018,319,3,82,12.15,20,1,57,12,1.17902,198.7894,0.05,7.8,600,255,0.5452113,0,14.52934,6.235146667,1.448632555,1.34153091,3.450439596,0.6624844,0.28155587,0.126799501,13.5465895
LabKpm23,Kancheepuram,Thirukazhukkuntram,T.k.kundram(ib),,,07-07-2018,458,8,42,37.665,76,0.1,117,12,1.054923,223.92,0.05,7.7,850,260,2.05109,0,38.87477,5.455753333,0.741982528,4.158745821,3.450439596,0.938519567,0.287076573,0.182050695,15.21456811
HP11929A,Kancheepuram,Thirukazhukkuntram,Manamathi,"12°39'25""","80°07'10""",05-07-2018,290,6,54,35.235,2,0.1,46,10,1.768902,188.1811,0.24,8,570,280,0.05201608,0,1.53057,7.793933333,0.953977536,3.890439639,16.56211006,0.62936018,0.309159387,0.115272274,30.25425241
11903,Kancheepuram,Thirukazhukkuntram,Kuzhipanthandalam,"12°37'24""","80°06'52""",07-07-2018,423,4,38,53.46,41,0.1,117,12,2.747708,232.1893,0.05,8.1,810,315,1.005192,0,22.06782,8.573326667,0.671317525,5.902736004,3.450439596,0.89435394,0.34780431,0.168138524,20.00811657
11904,Kancheepuram,Thirukazhukkuntram,Nathankariyachery,"12°34'17""","80°06'30""",07-07-2018,522,16,62,37.665,64,16,113,6,0,305,0.1,8.1,940,310,1.581948,0,29.65778,8.573326667,1.095307541,4.158745821,6.900879192,1.037892227,0.342283607,0.207490093,22.31592515
HP11964,Kancheepuram,Thirukazhukkuntram,Panangattucherry,"12°30'10""","80°04'55""",07-07-2018,1436,3,112,85.05,313,0.1,716,120,0,152.5,0.05,7.8,2620,630,5.426837,0,51.95426,6.235146667,1.978620075,9.39071637,3.450439596,2.892848547,0.69560862,0.570796502,25.21417638
13008,Kancheepuram,Thirukazhukkuntram,Agathy Mangalam,"12°35'20""","80°10'40""",07-07-2018,257,1,50,24.3,18,0.1,53,1,0.206841,174.7869,0.08,7.1,530,225,0.5222697,0,14.8277,0.779393333,0.883312533,2.68306182,5.520703353,0.585194553,0.24843165,0.102155084,10.80225233
11902,Kancheepuram,Sriperumbudur,Nenmeli,"12°39'57""","80°01'03""",07-07-2018,340,3,68,38.88,5,0.1,50,12,0.5888734,249.3986,0.13,7.4,680,330,0.1197876,0,3.192275,3.117573333,1.201305045,4.292898912,8.971142949,0.750815653,0.36436642,0.135146804,18.83324912
HP13006,Kancheepuram,Thirukazhukkuntram,P.v.kalathur,"12°37'04""","79°58'31""",07-07-2018,1152,9,142,94.77,159,0.1,482,121,0,225.7,0.05,7.5,2180,745,2.535149,0,31.72004,3.896966667,2.508607595,10.4639411,3.450439596,2.407026653,0.822584797,0.457909171,24.00747558
LabKpm10,Kancheepuram,Sriperumbudur,Padappai-2,"12°54'38""","80°01'29""",03-07-2018,728,12,116,54.675,71,0.1,298,49,0,170.8,0.12,7.6,1340,515,1.361668,0,23.08346,4.67636,2.049285077,6.036889095,8.28105503,1.479548493,0.568632443,0.289373157,23.3811433
LAbKpm11,Kancheepuram,Sriperumbudur,Chembarabakkam,"13°00'29""","80°04'58""",03-07-2018,226,0.05,46,20.655,14,0.1,64,11,0.8520108,114.1083,0.17,7.9,460,200,0.4308576,0,13.21881,7.01454,0.812647531,2.280602547,11.73149463,0.507904707,0.220828133,0.089832876,22.65785042
